>EF457474_S000834899;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>EF457474_S000834899;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>EF457443_S000834868;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>EF457443_S000834868;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>AJ534633_S000106776;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>AJ534633_S000106776;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>EF457398_S000834823;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Gp1;	>EF457398_S000834823;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Gp1;
>AM887756_S000941899;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Granulicella,s:Granulicella_aggregans;	>AM887756_S000941899;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Granulicella,s:Granulicella_aggregans;
>HQ687089_S002989304;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Granulicella,s:Granulicella_arctica;	>HQ687089_S002989304;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Granulicella,s:Granulicella_arctica;
>AB548308_S002235893;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Granulicella,s:Granulicella_cerasi;	>AB548308_S002235893;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Granulicella,s:Granulicella_cerasi;
>HQ687087_S002989302;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Granulicella,s:Granulicella_mallensis;	>HQ687087_S002989302;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Granulicella,s:Granulicella_mallensis;
>AM887758_S000941901;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Granulicella,s:Granulicella_paludicola;	>AM887758_S000941901;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Granulicella,s:Granulicella_paludicola;
>AM887757_S000941900;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,g:Granulicella,s:Granulicella_pectinivorans;	>AM887757_S000941900;tax=d:Bacteria,p:"Acidobacteria",c:Acidobacteria_Gp1,o:Acidobacteria_Gp1_incertae_sedis,f:Acidobacteria_Gp1_incertae_sedis,g:Granulicella,s:Granulicella_pectinivorans;
